window,mse,mae,smape,crps,wis50,wis80,wis90,cov50,cov80,cov90,sharp80,ece_q,mse_naive,mae_naive,pinball_p10,pinball_p50,pinball_p90
1,0.022779300808906555,0.1265745908021927,2.2386660799384117,0.0951622873544693,0.38703712821006775,0.8061820268630981,1.1448333263397217,0.8571428571428571,1.0,1.0,0.8061820268630981,0.24060150375939843,0.019557754911407495,0.11221422467912946,0.05780703201889992,0.06328729540109634,0.022811174392700195
2,0.01836451329290867,0.11875323206186295,2.094700001180172,0.08368854969739914,0.3051426112651825,0.6983888745307922,1.0377418994903564,0.8571428571428571,1.0,1.0,0.6983888745307922,0.2631578947368421,0.01924986559424724,0.11830956595284599,0.04447299987077713,0.05937661603093147,0.025365885347127914
3,0.015857648104429245,0.10501657426357269,1.8489973619580269,0.08602626621723175,0.3288264274597168,0.8274624943733215,1.2753785848617554,0.5714285714285714,1.0,1.0,0.8274624943733215,0.23684210526315785,0.01718275836511956,0.1148334230695452,0.05021917074918747,0.052508287131786346,0.03252708166837692
4,0.016363995149731636,0.11203861236572266,1.9739102572202682,0.0954056978225708,0.42564868927001953,0.7625590562820435,1.1782872676849365,0.42857142857142855,1.0,1.0,0.7625590562820435,0.24511278195488723,0.014846398255778175,0.10621445519583565,0.049075398594141006,0.05601930618286133,0.027180509641766548
5,0.004713337402790785,0.06517403572797775,1.144030038267374,0.07570350170135498,0.3461807072162628,0.8579683303833008,1.2823718786239624,0.8571428571428571,1.0,1.0,0.8579683303833008,0.13609022556390976,0.005968585152491609,0.07088109425136022,0.04321973770856857,0.032587017863988876,0.042577095329761505
6,0.030877990648150444,0.1460353285074234,2.552592381834984,0.10234055668115616,0.37679487466812134,0.8640058636665344,1.2183524370193481,0.8571428571428571,1.0,1.0,0.8640058636665344,0.27067669172932335,0.02242673877744242,0.12821435928344727,0.02572067268192768,0.0730176642537117,0.06067991256713867
7,0.30392664670944214,0.3162573277950287,6.01528212428093,0.24860037863254547,1.059434175491333,2.0634765625,3.184767961502075,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.002698302268982,0.25864661654135335,0.31704381442997537,0.316857065473284,0.12212779372930527,0.15812866389751434,0.08421985805034637
8,0.5493776202201843,0.49014800786972046,9.47856530547142,0.3873913288116455,1.6267919540405273,3.0138421058654785,4.859484672546387,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.8992778658866882,0.3345864661654135,0.5694142026283251,0.4963573728288923,0.20499464869499207,0.24507400393486023,0.09638957679271698
9,0.7743620872497559,0.6378788352012634,12.48580887913704,0.5155085921287537,2.197782516479492,4.419546604156494,6.889428615570068,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.8871627449989319,0.37969924812030076,0.7560166323915253,0.6250478880746024,0.3279411792755127,0.3189394176006317,0.11401348561048508
10,0.9371253252029419,0.7576251029968262,15.001566708087921,0.6257971525192261,2.767200231552124,5.270488739013672,8.013258934020996,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.7717803120613098,0.37218045112781956,0.9075526591866492,0.7455950464521136,0.4121342599391937,0.3788125514984131,0.11491461098194122
11,1.016993761062622,0.8558027148246765,17.13196337223053,0.705718457698822,3.1278462409973145,5.963150501251221,8.759052276611328,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8290845155715942,0.35714285714285715,1.025866429132488,0.8604284014020648,0.4690425992012024,0.42790135741233826,0.12727245688438416
12,1.2235620021820068,1.0281604528427124,20.602118968963623,0.83502596616745,3.761601686477661,6.493418216705322,9.065711975097656,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9314723610877991,0.46240601503759404,1.2600048995685549,1.0435713359287806,0.5025281310081482,0.5140802264213562,0.14681360125541687
13,1.4328969717025757,1.196527361869812,23.981381952762604,1.0400351285934448,4.525077819824219,9.282700538635254,15.140583992004395,0.0,0.0,0.0,0.7147882580757141,0.5000000000000001,1.3897858532527283,1.1785002435956682,0.7711120247840881,0.598263680934906,0.15715792775154114
14,0.0052775121293962,0.06984710693359375,1.599932461977005,0.07021275907754898,0.3131127953529358,0.7677258253097534,1.0839358568191528,0.7142857142857143,1.0,1.0,0.7677258253097534,0.21428571428571427,0.0049731458852225584,0.06785692487444196,0.05165640637278557,0.034923553466796875,0.025116171687841415
15,0.0014944842550903559,0.029419898986816406,0.6668764166533947,0.061919402331113815,0.313751757144928,0.7527857422828674,1.1184285879135132,1.0,1.0,1.0,0.7527857422828674,0.21804511278195485,0.0008327495228773582,0.021714346749441966,0.034559864550828934,0.014709949493408203,0.04071871191263199
16,0.0017060014652088284,0.031629834324121475,0.7178217638283968,0.06787797063589096,0.3643651008605957,0.8380768895149231,1.2053585052490234,1.0,1.0,1.0,0.8380768895149231,0.2180451127819549,0.0009885291515924369,0.02609525408063616,0.04031943902373314,0.015814917162060738,0.043488241732120514
17,0.0011966285528615117,0.028391430154442787,0.6437994074076414,0.05917778238654137,0.2960452437400818,0.7305012941360474,1.1060779094696045,1.0,1.0,1.0,0.7305012941360474,0.19548872180451132,0.0010535884746981797,0.02883345740182059,0.035313691943883896,0.014195715077221394,0.0377364419400692
18,0.0031318392138928175,0.05048663169145584,1.1471531353890896,0.06658010929822922,0.3367137908935547,0.7851250767707825,1.1826621294021606,1.0,1.0,1.0,0.7851250767707825,0.18571428571428572,0.0010684545781194693,0.02992868423461914,0.042860984802246094,0.02524331584572792,0.03565152734518051
19,0.0035574622452259064,0.04920121654868126,1.1125843040645123,0.06944416463375092,0.3375437557697296,0.7999311685562134,1.1912013292312622,1.0,1.0,1.0,0.7999311685562134,0.2263157894736842,0.006455659142927418,0.06971447808401925,0.043850839138031006,0.02460060827434063,0.03614228963851929
20,0.010415671393275261,0.09226826578378677,2.093328721821308,0.0764949768781662,0.32132774591445923,0.8301010727882385,1.137069821357727,1.0,1.0,1.0,0.8301010727882385,0.23458646616541354,0.004603083645731333,0.05928591319492885,0.05055288225412369,0.04613413289189339,0.032457221299409866
21,0.0066891503520309925,0.07804536819458008,1.7639724537730217,0.07115866243839264,0.3221898078918457,0.7531439661979675,1.1231528520584106,0.8571428571428571,1.0,1.0,0.7531439661979675,0.2195488721804511,0.00720874168694406,0.08050005776541573,0.04344455152750015,0.03902268409729004,0.03186985105276108
22,0.001312872744165361,0.031727246940135956,0.71156513877213,0.06091204285621643,0.30393266677856445,0.790486752986908,1.193672776222229,1.0,1.0,1.0,0.790486752986908,0.2007518796992481,0.0008130534768692346,0.02499995912824358,0.036652714014053345,0.015863623470067978,0.04239596799015999
23,0.0008569302735850215,0.02136925235390663,0.4784896969795227,0.06376920640468597,0.34414127469062805,0.7594665884971619,1.1415473222732544,1.0,1.0,1.0,0.7594665884971619,0.21052631578947367,0.0011678893194389925,0.030261925288609097,0.038918040692806244,0.010684626176953316,0.03702861815690994
24,0.0012951312819495797,0.02721330150961876,0.6099187768995762,0.06560279428958893,0.33049264550209045,0.811136782169342,1.2073075771331787,1.0,1.0,1.0,0.811136782169342,0.18796992481203006,0.001859333514273333,0.03909506116594587,0.04456663504242897,0.01360665075480938,0.03654704615473747
25,0.002530020195990801,0.04648549109697342,1.0436618700623512,0.06955262273550034,0.3283403217792511,0.7899758219718933,1.2075681686401367,0.8571428571428571,1.0,1.0,0.7899758219718933,0.17368421052631577,0.0029024578863235157,0.05149991171700614,0.042258553206920624,0.02324274554848671,0.03673902899026871
26,0.0014231831301003695,0.029605934396386147,0.6625423673540354,0.05670396611094475,0.28475862741470337,0.7193980813026428,1.0813283920288086,1.0,1.0,1.0,0.7193980813026428,0.22330827067669173,0.002786801975844355,0.047714437757219584,0.029233817011117935,0.014802967198193073,0.042705994099378586
27,0.001240647747181356,0.02518347278237343,0.565335014835,0.04914405569434166,0.25685468316078186,0.5904962420463562,0.8689736127853394,1.0,1.0,1.0,0.5904962420463562,0.23308270676691725,0.0014081733191752782,0.029214177812848772,0.02522728219628334,0.012591736391186714,0.03382234647870064
28,0.0027208144310861826,0.038731712847948074,0.8680993691086769,0.06036459654569626,0.32157692313194275,0.6886318325996399,0.9815718531608582,1.0,1.0,1.0,0.6886318325996399,0.19548872180451132,0.0008475002398102203,0.022142955235072544,0.031409841030836105,0.019365856423974037,0.03745333477854729
29,0.0016797196585685015,0.03468288853764534,0.778289558365941,0.05008534714579582,0.25046688318252563,0.5958995223045349,0.8590299487113953,1.0,1.0,1.0,0.5958995223045349,0.24135338345864665,0.0016062258644719155,0.03428588594709124,0.025811513885855675,0.01734144426882267,0.03377843648195267
30,0.0026671180967241526,0.04413890838623047,0.9892234578728676,0.055838413536548615,0.27247264981269836,0.6686312556266785,1.0193989276885986,1.0,1.0,1.0,0.6686312556266785,0.23834586466165414,0.001217324077255658,0.029738289969308034,0.02923683635890484,0.022069454193115234,0.03762629255652428
31,0.0006941050523892045,0.02110801450908184,0.4749779123812914,0.05547555163502693,0.29215288162231445,0.621536135673523,0.9781111478805542,1.0,1.0,1.0,0.621536135673523,0.21052631578947373,0.0008520668839732284,0.02328545706612723,0.027839703485369682,0.01055400725454092,0.03431390970945358
32,0.0008372464799322188,0.0281688142567873,0.6332344375550747,0.05658164247870445,0.2818128764629364,0.6666857004165649,0.9719939231872559,1.0,1.0,1.0,0.6666857004165649,0.20075187969924815,0.0005879644086560022,0.018547398703438894,0.03026587702333927,0.01408440712839365,0.03640269860625267
33,0.0024593062698841095,0.04723310470581055,1.067150104790926,0.05154380947351456,0.23239006102085114,0.6682215929031372,0.9038727879524231,1.0,1.0,1.0,0.6682215929031372,0.2639097744360902,0.001704871145258429,0.03900010245186942,0.04085973650217056,0.023616552352905273,0.025962429121136665
34,0.0008186022168956697,0.02412380464375019,0.5429334472864866,0.05040633678436279,0.26340219378471375,0.6440740823745728,0.9134370684623718,1.0,1.0,1.0,0.6440740823745728,0.2157894736842105,0.0006867514024569184,0.02364274433680943,0.03340475261211395,0.012061902321875095,0.03100265935063362
35,0.0009527307702228427,0.02759878896176815,0.6217381451278925,0.0503520704805851,0.23345136642456055,0.666533350944519,1.039566993713379,1.0,1.0,1.0,0.666533350944519,0.21879699248120302,0.0006393647681761649,0.02428572518484933,0.03320132568478584,0.013799394480884075,0.03345200791954994
36,0.0013215505750849843,0.021726949140429497,0.48659974709153175,0.04989781230688095,0.2544781267642975,0.6430330872535706,0.9109227061271667,1.0,1.0,1.0,0.6430330872535706,0.23834586466165414,0.0009937809266245626,0.02299976348876953,0.03566552326083183,0.010863474570214748,0.028637783601880074
