window,mse,mae,smape,crps,wis50,wis80,wis90,cov50,cov80,cov90,sharp80,ece_q,mse_naive,mae_naive,pinball_p10,pinball_p50,pinball_p90
1,0.020839329808950424,0.11701672524213791,2.06696093082428,0.10266910493373871,0.4302428066730499,0.9096415638923645,1.6118419170379639,0.0,0.14285714285714285,0.2857142857142857,0.06115136668086052,0.4774436090225563,0.019557754911407495,0.11221422467912946,0.014575645327568054,0.058508362621068954,0.07638850063085556
2,0.020054886117577553,0.1210641860961914,2.1358491852879524,0.10912539809942245,0.4539358913898468,0.9919435381889343,1.8008147478103638,0.0,0.14285714285714285,0.2857142857142857,0.061816830188035965,0.46992481203007513,0.01924986559424724,0.11830956595284599,0.0154182780534029,0.0605320930480957,0.0837760716676712
3,0.017434677109122276,0.11543191969394684,2.0344043150544167,0.10068254172801971,0.4235849976539612,0.8803709149360657,1.5679340362548828,0.0,0.14285714285714285,0.2857142857142857,0.06645754724740982,0.46992481203007513,0.01718275836511956,0.1148334230695452,0.014719813130795956,0.05771595984697342,0.0733172744512558
4,0.015461593866348267,0.10858488082885742,1.9122486934065819,0.09722966700792313,0.40496736764907837,0.8787112236022949,1.5771582126617432,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0620601512491703,0.39473684210526316,0.014846398255778175,0.10621445519583565,0.013573176227509975,0.05429244041442871,0.0742979496717453
5,0.005851756781339645,0.07045793533325195,1.236975658684969,0.05715588852763176,0.24899257719516754,0.4523296356201172,0.696146547794342,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.06873321533203125,0.1902255639097744,0.005968585152491609,0.07088109425136022,0.0169618409126997,0.03522896766662598,0.02827112190425396
6,0.02122657187283039,0.1237121969461441,2.1687379106879234,0.10966907441616058,0.45701462030410767,0.9909776449203491,1.7706366777420044,0.0,0.14285714285714285,0.2857142857142857,0.06359883397817612,0.4699248120300753,0.02242673877744242,0.12821435928344727,0.08352912962436676,0.06185609847307205,0.015568630769848824
7,0.31604641675949097,0.31317266821861267,5.960496887564659,0.29818329215049744,1.213786005973816,2.8675994873046875,5.52878999710083,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0756150633096695,0.45488721804511273,0.31704381442997537,0.316857065473284,0.2514053285121918,0.15658633410930634,0.035354603081941605
8,0.5665093064308167,0.49307945370674133,9.527667611837387,0.47879359126091003,1.9405626058578491,4.681281089782715,9.133813858032227,0.0,0.0,0.0,0.06725331395864487,0.5000000000000001,0.5694142026283251,0.4963573728288923,0.41526246070861816,0.24653972685337067,0.05286560580134392
9,0.7501698732376099,0.6214787364006042,12.201312929391861,0.6080452799797058,2.4537723064422607,5.973129749298096,11.753210067749023,0.0,0.0,0.0,0.06859343498945236,0.5000000000000001,0.7560166323915253,0.6250478880746024,0.5314082503318787,0.3107393682003021,0.06590470671653748
10,0.903078019618988,0.7425174713134766,14.738631248474121,0.7271389961242676,2.9322450160980225,7.158148765563965,14.112191200256348,0.0,0.0,0.0,0.06626053899526596,0.5000000000000001,0.9075526591866492,0.7455950464521136,0.6382699012756348,0.3712587356567383,0.07754494249820709
