window,mse,mae,smape,crps,wis50,wis80,wis90,cov50,cov80,cov90,sharp80,ece_q,mse_naive,mae_naive,pinball_p10,pinball_p50,pinball_p90
1,0.017413299530744553,0.1024872213602066,1.8066288903355598,0.09539609402418137,0.38899701833724976,0.9124360680580139,1.7256629467010498,0.0,0.0,0.0,0.039740290492773056,0.4999999999999999,0.019557754911407495,0.11221422467912946,0.012700987048447132,0.0512436106801033,0.07854262739419937
2,0.017557064071297646,0.11076103150844574,1.9516022875905037,0.10365068167448044,0.42467477917671204,0.9765228033065796,1.8437881469726562,0.0,0.0,0.0,0.04360587149858475,0.4999999999999999,0.01924986559424724,0.11830956595284599,0.013689757324755192,0.05538051575422287,0.08396252244710922
3,0.015785187482833862,0.10823460668325424,1.9059600308537483,0.09898559004068375,0.40556642413139343,0.9075217843055725,1.6930512189865112,0.0,0.0,0.0,0.04513590782880783,0.4999999999999999,0.01718275836511956,0.1148334230695452,0.013137450441718102,0.05411730334162712,0.07761472463607788
4,0.013248337432742119,0.09997313469648361,1.758846454322338,0.0919993445277214,0.3761731684207916,0.8568924069404602,1.630967140197754,0.0,0.14285714285714285,0.2857142857142857,0.0436275340616703,0.37218045112781956,0.014846398255778175,0.10621445519583565,0.011745125986635685,0.049986567348241806,0.0739441066980362
5,0.006052740849554539,0.06967414915561676,1.2232384644448757,0.06323812156915665,0.2627559304237366,0.5630748867988586,1.0296911001205444,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.04608665034174919,0.17744360902255638,0.005968585152491609,0.07088109425136022,0.026597486808896065,0.03483707457780838,0.02971000038087368
6,0.02522500976920128,0.1365543156862259,2.3902084678411484,0.1264752447605133,0.5228405594825745,1.18167245388031,2.220517635345459,0.0,0.0,0.0,0.04208271950483322,0.5000000000000001,0.02242673877744242,0.12821435928344727,0.10256306827068329,0.06827715784311295,0.01560417003929615
7,0.32499486207962036,0.32427898049354553,6.151879206299782,0.3156651556491852,1.2801016569137573,3.0739457607269287,6.003379821777344,0.0,0.0,0.0,0.039403099566698074,0.5000000000000001,0.31704381442997537,0.316857065473284,0.2731088101863861,0.16213949024677277,0.034285735338926315
8,0.5752516388893127,0.5007829666137695,9.66045930981636,0.4897182285785675,1.9784376621246338,4.792534828186035,9.431434631347656,0.0,0.0,0.0,0.04925829917192459,0.5000000000000001,0.5694142026283251,0.4963573728288923,0.4268949329853058,0.25039148330688477,0.05235860124230385
9,0.7657830119132996,0.634018063545227,12.419267743825912,0.6247386932373047,2.5147526264190674,6.178467273712158,12.183977127075195,0.0,0.0,0.0,0.03699425235390663,0.5000000000000001,0.7560166323915253,0.6250478880746024,0.552732527256012,0.3170090317726135,0.06511416286230087
10,0.9095720648765564,0.7474156618118286,14.824628829956055,0.7376919984817505,2.9689764976501465,7.2988739013671875,14.429657936096191,0.0,0.0,0.0,0.04547330364584923,0.5000000000000001,0.9075526591866492,0.7455950464521136,0.6528059840202332,0.3737078309059143,0.07708133012056351
11,1.0263758897781372,0.860996425151825,17.223916947841644,0.8507209420204163,3.4178521633148193,8.409524917602539,16.691987991333008,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.04860693961381912,0.4022556390977443,1.025866429132488,0.8604284014020648,0.7527667284011841,0.4304982125759125,0.08818572759628296
12,1.264120101928711,1.0455739498138428,20.908944308757782,1.0348318815231323,4.152821063995361,10.263909339904785,20.394060134887695,0.0,0.0,0.0,0.04396459087729454,0.5000000000000001,1.2600048995685549,1.0435713359287806,0.919795036315918,0.5227869749069214,0.10659591853618622
13,1.4038546085357666,1.1844737529754639,23.768875002861023,1.1751506328582764,4.7157745361328125,11.675503730773926,23.19993019104004,0.0,0.0,0.0,0.04499094933271408,0.5000000000000001,1.3897858532527283,1.1785002435956682,1.0467461347579956,0.5922368764877319,0.12080422788858414
14,0.004935532808303833,0.0675702765583992,1.5471951104700565,0.059610407799482346,0.2512657344341278,0.5345882773399353,0.9448038339614868,0.0,0.0,0.0,0.034056391566991806,0.4999999999999999,0.0049731458852225584,0.06785692487444196,0.00841095857322216,0.0337851382791996,0.045047860592603683
15,0.0007935158209875226,0.020805563777685165,0.4722991492599249,0.017069263383746147,0.0770145133137703,0.13725219666957855,0.17027990520000458,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.03110756166279316,0.1481203007518797,0.0008327495228773582,0.021714346749441966,0.008129364810883999,0.010402781888842583,0.0055958544835448265
16,0.0011156146647408605,0.02826397679746151,0.640894053503871,0.021568844094872475,0.09578309953212738,0.15750858187675476,0.21112816035747528,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.033218927681446075,0.18045112781954886,0.0009885291515924369,0.02609525408063616,0.009911864064633846,0.014131988398730755,0.005838993936777115
17,0.0010442930506542325,0.02873597852885723,0.6514771841466427,0.02246093563735485,0.09848635643720627,0.17258739471435547,0.24246957898139954,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.035353660583496094,0.16015037593984963,0.0010535884746981797,0.02883345740182059,0.010505334474146366,0.014367989264428616,0.006753404159098864
18,0.0012094394769519567,0.030416488647460938,0.6894886959344149,0.024022329598665237,0.10328967124223709,0.2004656046628952,0.2920570969581604,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.033400945365428925,0.15488721804511274,0.0010684545781194693,0.02992868423461914,0.013427973724901676,0.015208244323730469,0.0066185882315039635
19,0.005841006059199572,0.06410891562700272,1.4524011872708797,0.057411592453718185,0.23922933638095856,0.5141978859901428,0.9282204508781433,0.0,0.14285714285714285,0.14285714285714285,0.035563740879297256,0.4774436090225563,0.006455659142927418,0.06971447808401925,0.008322307839989662,0.03205445781350136,0.04309748485684395
