window,horizon,t,truth,median,low80,high80,q10,q50,q90,naive
1,1,2025-07-19,5.588833332061768,4.9813103675842285,-4.664641380310059,5.411838054656982,-4.664641380310059,4.9813103675842285,5.411838054656982,5.578000068664551
1,2,2025-07-20,5.599666595458984,4.910148620605469,-8.631898880004883,5.799668788909912,-8.631898880004883,4.910148620605469,5.799668788909912,5.578000068664551
1,3,2025-07-21,5.610499858856201,4.838987350463867,-2.8749277591705322,5.7391815185546875,-2.8749277591705322,4.838987350463867,5.7391815185546875,5.578000068664551
1,4,2025-07-22,5.697000026702881,4.803406238555908,2.967437744140625,5.376257419586182,2.967437744140625,4.803406238555908,5.376257419586182,5.578000068664551
1,5,2025-07-23,5.795000076293945,4.963520050048828,4.123813152313232,6.739001274108887,4.123813152313232,4.963520050048828,6.739001274108887,5.578000068664551
1,6,2025-07-24,5.7769999504089355,4.910148620605469,-8.162232398986816,6.094988822937012,-8.162232398986816,4.910148620605469,6.094988822937012,5.578000068664551
1,7,2025-07-25,5.763500213623047,4.838987350463867,-0.7222900390625,5.988246917724609,-0.7222900390625,4.838987350463867,5.988246917724609,5.578000068664551
2,1,2025-07-20,5.599666595458984,5.023640155792236,2.1484079360961914,10.581709861755371,2.1484079360961914,5.023640155792236,10.581709861755371,5.588833332061768
2,2,2025-07-21,5.610499858856201,5.023640155792236,4.27543830871582,5.8609137535095215,4.27543830871582,5.023640155792236,5.8609137535095215,5.588833332061768
2,3,2025-07-22,5.697000026702881,5.059268474578857,2.3799941539764404,5.725524425506592,2.3799941539764404,5.059268474578857,5.725524425506592,5.588833332061768
2,4,2025-07-23,5.795000076293945,5.023640155792236,3.9227147102355957,21.883119583129883,3.9227147102355957,5.023640155792236,21.883119583129883,5.588833332061768
2,5,2025-07-24,5.7769999504089355,5.023640155792236,-0.8871535062789917,5.707710266113281,-0.8871535062789917,5.023640155792236,5.707710266113281,5.588833332061768
2,6,2025-07-25,5.763500213623047,5.041454315185547,-6.776569843292236,5.383489608764648,-6.776569843292236,5.041454315185547,5.383489608764648,5.588833332061768
2,7,2025-07-26,5.707333564758301,5.023640155792236,4.115109920501709,5.640016078948975,4.115109920501709,5.023640155792236,5.640016078948975,5.588833332061768
3,1,2025-07-21,5.610499858856201,5.029831409454346,1.0880132913589478,23.39763641357422,1.0880132913589478,5.029831409454346,23.39763641357422,5.599666595458984
3,2,2025-07-22,5.697000026702881,4.99415922164917,-6.5815887451171875,12.892065048217773,-6.5815887451171875,4.99415922164917,12.892065048217773,5.599666595458984
3,3,2025-07-23,5.795000076293945,5.029831409454346,-8.561415672302246,6.217728137969971,-8.561415672302246,5.029831409454346,6.217728137969971,5.599666595458984
3,4,2025-07-24,5.7769999504089355,4.922813892364502,3.8704733848571777,5.386557579040527,3.8704733848571777,4.922813892364502,5.386557579040527,5.599666595458984
3,5,2025-07-25,5.763500213623047,5.029831409454346,4.098777770996094,25.459508895874023,4.098777770996094,5.029831409454346,25.459508895874023,5.599666595458984
3,6,2025-07-26,5.707333564758301,5.047667503356934,4.0595383644104,5.600592613220215,4.0595383644104,5.047667503356934,5.600592613220215,5.599666595458984
3,7,2025-07-27,5.6511664390563965,4.922813892364502,-2.179593801498413,5.746850490570068,-2.179593801498413,4.922813892364502,5.746850490570068,5.599666595458984
4,1,2025-07-22,5.697000026702881,4.96406888961792,3.889115810394287,5.717607498168945,3.889115810394287,4.96406888961792,5.717607498168945,5.610499858856201
4,2,2025-07-23,5.795000076293945,4.999781608581543,4.281955718994141,5.72475004196167,4.281955718994141,4.999781608581543,5.72475004196167,5.610499858856201
4,3,2025-07-24,5.7769999504089355,4.96406888961792,4.106963634490967,6.1283040046691895,4.106963634490967,4.96406888961792,6.1283040046691895,5.610499858856201
4,4,2025-07-25,5.763500213623047,4.856930732727051,3.8819732666015625,5.478332042694092,3.8819732666015625,4.856930732727051,5.478332042694092,5.610499858856201
4,5,2025-07-26,5.707333564758301,4.928356170654297,3.7891204357147217,5.4283342361450195,3.7891204357147217,4.928356170654297,5.4283342361450195,5.610499858856201
4,6,2025-07-27,5.6511664390563965,4.999781608581543,3.92482852935791,6.253297805786133,3.92482852935791,4.999781608581543,6.253297805786133,5.610499858856201
4,7,2025-07-28,5.59499979019165,4.892643451690674,4.424806594848633,5.821174621582031,4.424806594848633,4.892643451690674,5.821174621582031,5.610499858856201
5,1,2025-07-23,5.795000076293945,5.059953689575195,4.326886177062988,5.689318656921387,4.326886177062988,5.059953689575195,5.689318656921387,5.697000026702881
5,2,2025-07-24,5.7769999504089355,5.006314277648926,4.2446393966674805,5.800173282623291,4.2446393966674805,5.006314277648926,5.800173282623291,5.697000026702881
5,3,2025-07-25,5.763500213623047,5.006314277648926,-10.974555969238281,5.399667739868164,-10.974555969238281,5.006314277648926,5.399667739868164,5.697000026702881
5,4,2025-07-26,5.707333564758301,4.863276958465576,2.678378105163574,5.946786403656006,2.678378105163574,4.863276958465576,5.946786403656006,5.697000026702881
5,5,2025-07-27,5.6511664390563965,4.899036407470703,-3.8405585289001465,5.918179035186768,-3.8405585289001465,4.899036407470703,5.918179035186768,5.697000026702881
5,6,2025-07-28,5.59499979019165,5.042073726654053,4.287550926208496,5.506946086883545,4.287550926208496,5.042073726654053,5.506946086883545,5.697000026702881
5,7,2025-07-29,5.603499889373779,4.934795379638672,4.001475811004639,5.403243541717529,4.001475811004639,4.934795379638672,5.403243541717529,5.697000026702881
6,1,2025-07-24,5.7769999504089355,5.049263954162598,3.312460422515869,21.074411392211914,3.312460422515869,5.049263954162598,21.074411392211914,5.795000076293945
6,2,2025-07-25,5.763500213623047,4.906022548675537,3.6848886013031006,5.407367706298828,3.6848886013031006,4.906022548675537,5.407367706298828,5.795000076293945
6,3,2025-07-26,5.707333564758301,5.013453483581543,-1.3070790767669678,12.401135444641113,-1.3070790767669678,5.013453483581543,12.401135444641113,5.795000076293945
6,4,2025-07-27,5.6511664390563965,4.906022548675537,4.261435508728027,7.255183696746826,4.261435508728027,4.906022548675537,7.255183696746826,5.795000076293945
6,5,2025-07-28,5.59499979019165,4.977643013000488,1.7833571434020996,5.983915328979492,1.7833571434020996,4.977643013000488,5.983915328979492,5.795000076293945
6,6,2025-07-29,5.603499889373779,5.013453483581543,2.957937717437744,5.733242034912109,2.957937717437744,5.013453483581543,5.733242034912109,5.795000076293945
6,7,2025-07-30,5.570000171661377,4.852306842803955,2.7932097911834717,5.407367706298828,2.7932097911834717,4.852306842803955,5.407367706298828,5.795000076293945
7,1,2025-07-25,5.763500213623047,4.966492652893066,3.646876096725464,5.608371734619141,3.646876096725464,4.966492652893066,5.608371734619141,5.7769999504089355
7,2,2025-07-26,5.707333564758301,4.894774436950684,3.560814142227173,5.490036487579346,3.560814142227173,4.894774436950684,5.490036487579346,5.7769999504089355
7,3,2025-07-27,5.6511664390563965,4.948563098907471,4.1202168464660645,5.920346260070801,4.1202168464660645,4.948563098907471,5.920346260070801,5.7769999504089355
7,4,2025-07-28,5.59499979019165,4.912703990936279,-8.893070220947266,5.67291784286499,-8.893070220947266,4.912703990936279,5.67291784286499,5.7769999504089355
