Date,Open,High,Low,Close,Volume
,ASML,ASML,ASML,ASML,ASML
2007-01-03,22.958124359350453,23.24944527098131,22.60101639909965,22.901737213134766,2934829
2007-01-04,22.760772733066712,23.240045015707437,22.75137528543928,23.155467987060547,2469065
2007-01-05,23.155470532994265,23.268239916922397,23.02390625174478,23.25884246826172,2578439
2007-01-08,23.48438476723129,23.719320994527184,23.409205174496606,23.521974563598633,1631373
2007-01-09,23.531376778527182,23.55956913151252,23.03330942214368,23.268245697021484,1988106
2007-01-10,22.98631605435216,23.221252266752714,22.864146770261968,23.19305992126465,2843114
2007-01-11,22.920535833517253,23.296436298706126,22.854753681496618,22.9769229888916,2810671
2007-01-12,23.089690058014607,23.258844146109247,23.023907912644468,23.221254348754883,2160996
2007-01-16,23.38101456518491,23.428001814136756,22.685598373413086,22.685598373413086,2960017
2007-01-17,24.151606597198047,24.969189509025668,24.0952219072295,24.706058502197266,10000007
2007-01-18,24.320757650929547,24.339552545254854,23.568956970634215,23.662931442260742,5993475
2007-01-19,23.74752005522298,23.82269966144322,23.409209373589405,23.681737899780273,4760037
2007-01-22,23.559564934810524,23.68173422962733,23.315231252461146,23.615949630737305,3119561
2007-01-23,23.46558871953215,23.785104426644416,23.409204027743268,23.644140243530273,4334518
2007-01-24,23.794497908185512,24.010639190673828,23.62534140737921,24.010639190673828,2884660
2007-01-25,23.803898323072765,24.010642184272786,23.399805595267253,23.48438262939453,2204732
2007-01-26,23.597151663078126,23.916667352082843,23.409202701099943,23.82269287109375,1998304
2007-01-29,23.625347903495832,23.653540252441836,23.324627061096233,23.43739891052246,1630347
2007-01-30,23.80390352328738,23.822698423866058,23.5219775609649,23.794506072998047,1665459
2007-01-31,23.54077147394028,24.010646422336894,23.493784224464846,23.94486427307129,2010008
2007-02-01,23.850885215390477,23.926064800181752,23.625344007374856,23.82269287109375,1959291
2007-02-02,23.644144638644438,23.850891000610183,23.6065548371311,23.832096099853516,2391038
2007-02-05,23.58775186495952,23.756908367528826,23.531367181983605,23.662931442260742,1328986
2007-02-06,23.775706954414474,23.832091646147394,23.47498614486365,23.72871971130371,1781335
2007-02-07,23.897877495769695,24.21739325215791,23.879082595608175,24.11402130126953,1624392
2007-02-08,23.991846654090317,24.264375099388282,23.91666707018516,24.170400619506836,1171564
2007-02-09,24.29257112491601,24.339558371977695,23.521975365820047,23.653539657592773,3553156
2007-02-12,23.531376778527182,23.55017168051741,23.2024635400557,23.268245697021484,2176260
2007-02-13,23.456195379809223,23.55956733286355,23.15547451728153,23.38101577758789,2470776
2007-02-14,23.982454028129712,24.4523314292963,23.926069328863864,24.433536529541016,2678231
2007-02-15,24.189198059918137,24.34895469252122,24.09522357015162,24.273775100708008,1066159
2007-02-16,24.17979373063053,24.51810425116646,24.17979373063053,24.47111701965332,1313723
2007-02-20,24.02004129580717,24.320762113836466,23.82269486917801,24.23618507385254,2047858
2007-02-21,23.72872315035487,24.020044099863334,23.681735900434152,23.982454299926758,1291068
2007-02-22,23.78510400918477,24.076424911647596,23.78510400918477,23.973052978515625,2819706
2007-02-23,24.076427713574816,24.339558754902143,24.076427713574816,24.20799446105957,2321978
2007-02-26,24.067033174487694,24.12341787291907,23.72872253025722,23.87908172607422,1558412
2007-02-27,23.183665636835713,23.446796684277913,22.7983677422721,22.99571418762207,2948587
2007-02-28,23.315228617728806,23.399805652061364,22.90173598704149,23.099084854125977,2475704
2007-03-01,21.99018115427304,22.60101781575137,21.811627162955713,22.422466278076172,3777517
2007-03-02,22.22511480066965,22.328489185141805,21.802227175449254,21.91499900817871,2820596
2007-03-05,21.398138294704125,21.87741069565439,21.332356145073618,21.529705047607422,2903140
2007-03-06,21.689463110974284,21.8492197704939,21.576693704254556,21.7646427154541,1948408
2007-03-07,21.764638203532485,21.896204937740148,21.62367647435492,21.65186882019043,2432310
2007-03-08,21.971381963518358,22.149933466313986,21.896202383393884,21.94318962097168,1758680
2007-03-09,21.93379935078989,22.02777385669649,21.7552453359249,21.868017196655273,1753478
2007-03-12,21.868011596282404,22.319091562755467,21.858611694456595,22.28150177001953,2035948
2007-03-13,21.9431951831123,22.04656713198608,21.454522881151718,21.510910034179688,2060999
2007-03-14,21.745850913764425,21.783440721362,21.28537331705134,21.642478942871094,3736724
2007-03-15,21.764642786515562,22.01837640610583,21.698860632380942,21.868017196655273,2884317
2007-03-16,22.084158408809405,22.394276729817154,22.037171156178296,22.253314971923828,3446862
2007-03-19,22.225118180866428,22.347287480433796,22.093553885254725,22.149938583374023,2092894
2007-03-20,21.990176416179352,22.59161795235942,21.990176416179352,22.56342315673828,1953268
2007-03-21,22.413070310719462,23.27764061549275,22.366083060855946,23.164871215820312,3234479
2007-03-22,23.01450737089039,23.04269971511801,22.81715850765524,22.9393253326416,2193097
2007-03-23,22.95812731642084,23.19306356573842,22.91113761291503,23.164871215820312,1782772
2007-03-26,23.164868130669944,23.381011904897886,23.04270129729526,23.371614456176758,2616220
2007-03-27,22.854748299958736,23.070892059345635,22.81715850765524,22.9393253326416,1666691
