Date,Open,High,Low,Close,Volume
,CTSH,CTSH,CTSH,CTSH,CTSH
2007-01-03,17.01636965035786,17.360156749480552,16.587183325191454,17.027318954467773,9666400
2007-01-04,16.941919572936165,17.19592705378827,16.87184837091187,17.11490821838379,5710000
2007-01-05,17.07330162506771,17.152131930435317,16.598131268722884,16.884984970092773,6137200
2007-01-08,16.893747160488616,17.281328173728742,16.82367595078189,17.147754669189453,5546400
2007-01-09,17.233150274253614,17.261617793551842,16.976952624343966,17.193735122680664,4708400
2007-01-10,17.057976919196797,17.244103415588373,16.922213217863344,17.180601119995117,5987600
2007-01-11,17.285704605289972,17.734597615389262,17.191546282189208,17.71708106994629,6644400
2007-01-12,17.728027983316483,17.91634462188356,17.561608278637184,17.8331356048584,4740400
2007-01-16,17.936053434620515,18.034590474642915,17.879120068730526,17.938241958618164,5993600
2007-01-17,17.938248643240076,18.04773502656644,17.84628048219704,18.001750946044922,5585600
2007-01-18,18.043351475330617,18.098094652336698,17.706133304497648,17.77839469909668,4733200
2007-01-19,17.668905746432333,17.90101624819916,17.517814065516,17.881309509277344,5260400
2007-01-22,17.87693540638073,17.951387011066075,17.67110048413071,17.872556686401367,5073600
2007-01-23,17.86817725002784,18.17254925904872,17.86817725002784,18.089340209960938,4582800
2007-01-24,18.16159902752234,18.48567773712932,17.986420172697926,18.465970993041992,4900800
2007-01-25,18.33677442772483,18.371810863532755,18.150647956725575,18.24480628967285,5483600
2007-01-26,18.310498009112152,18.374000293398087,18.049919958185235,18.201011657714844,3104000
2007-01-29,18.146267388660995,18.601729313352994,18.076196194813836,18.391515731811523,4809600
2007-01-30,18.4156040932361,18.660854123421757,18.382757853472885,18.63457679748535,6583600
2007-01-31,18.636768543690444,18.693701919310733,18.45283058808231,18.676183700561523,6288000
2007-02-01,18.69808424172517,18.730930490551952,18.54042358386031,18.656478881835938,5163200
2007-02-02,18.722168377347018,18.91924416807654,18.630200231883023,18.794429779052734,8103200
2007-02-05,19.648424801709353,20.46957258115738,19.48857396556652,20.353515625,20896000
2007-02-06,20.386358418091486,20.572484882455285,20.02067440318638,20.292200088500977,8048800
2007-02-07,20.384173057192513,20.78051488164,20.353517004998285,20.776134490966797,7362400
2007-02-08,20.679787981402082,20.776134859738562,20.52869624245614,20.581249237060547,7905600
2007-02-09,20.50240882729102,20.649121773965998,20.11263777361419,20.222124099731445,5801600
2007-02-12,19.930895144851917,20.307528469870423,19.926516425769247,20.24402618408203,5856000
2007-02-13,20.364458238347456,20.364458238347456,20.173951414691356,20.250593185424805,5377600
2007-02-14,20.252786747341904,20.664456537102794,20.211183065866614,20.653507232666016,6840000
2007-02-15,20.57906075421672,20.712632601060395,20.508989537724975,20.688547134399414,5100000
2007-02-16,20.714813518176875,20.714813518176875,20.51335906982422,20.51335906982422,3605200
2007-02-20,20.44329646923401,20.719202607349132,20.268117597592447,20.7104434967041,5165200
2007-02-21,20.625044256201964,20.714822216711852,20.53526462506254,20.7104434967041,3746000
2007-02-22,20.686353463898257,20.922844406315633,20.298770807609344,20.666645050048828,6086000
2007-02-23,20.625041564476927,20.791459633125097,20.484899153705143,20.712629318237305,4976400
2007-02-26,20.79145653658906,20.798027120708895,20.480515713412878,20.590002059936523,3499600
2007-02-27,20.27468034255214,20.357891033040953,19.271786703043468,19.36156463623047,13338000
2007-02-28,19.236757108805442,19.882727769198553,18.888591213675664,19.7513427734375,10275200
2007-03-01,19.129454046756155,19.76885389106926,18.9039124467205,19.569589614868164,12415600
2007-03-02,19.368137112443154,19.47324475690088,19.033109106092482,19.03529930114746,5822400
2007-03-05,18.700269683262345,19.105368860798126,18.660854528816046,18.7199764251709,8241600
2007-03-06,18.956465808849757,19.69440437956147,18.952087090102886,19.67469596862793,11064800
2007-03-07,19.510470812018003,19.672510171942623,19.394415527046476,19.6462345123291,4890000
2007-03-08,19.873961249400995,20.042569480849703,19.720679368364085,19.930892944335938,7135600
2007-03-09,20.130160085503512,20.235267715053993,19.90242828033504,20.040380477905273,5455600
2007-03-12,20.071034021651897,20.145483921198004,19.882717407868657,20.09511947631836,3656400
2007-03-13,19.915563755312387,20.003153157821075,19.339666232121164,19.420686721801758,7042400
2007-03-14,19.383465652564443,19.74477099730496,19.136027064903413,19.66813087463379,6653600
2007-03-15,19.624339266413866,19.80389686199986,19.38784828570171,19.473247528076172,5658400
2007-03-16,19.488576134965815,19.52142238392595,19.247706426974183,19.451351165771484,6900800
2007-03-19,19.510472898930473,19.860828986498046,19.468869209882502,19.83236312866211,4149200
2007-03-20,19.904619065383464,20.036002353246136,19.78856379992762,19.99220848083496,3642800
2007-03-21,20.0688528356567,20.500229419684267,19.797327093919613,20.364465713500977,5531200
2007-03-22,20.48708088594795,20.561532456716236,20.180520508163134,20.362266540527344,3731200
2007-03-23,20.414828841362368,20.47176054967122,20.2374597897912,20.349136352539062,2738800
2007-03-26,20.430152989221327,20.73014451036951,20.298768036506047,20.71700668334961,5565600
2007-03-27,20.598764571367177,20.629420619808325,20.294392611394823,20.35132598876953,5465200
2007-03-28,20.191476188676273,20.233081543947236,19.738202682943765,19.786376953125,9640800
2007-03-29,19.89585751203765,19.990015829718043,19.427256118175873,19.639659881591797,8569200
2007-03-30,19.70754750004862,19.70754750004862,19.06814747099812,19.328723907470703,8424400
2007-04-02,19.374706450617655,19.376894974902445,18.586403344494624,18.79880714416504,13350000
2007-04-03,18.925815630481125,19.60025212926932,18.86012313451789,19.473247528076172,8190000
2007-04-04,19.558644221501428,19.57178205073008,19.21047838190733,19.21485710144043,5887600
2007-04-05,19.033112165943496,19.10099485852636,18.59735683519102,18.998077392578125,10823600
2007-04-09,19.035293863685876,19.11850287508368,18.69588556417776,18.840408325195312,7579200
2007-04-10,18.831657009772428,18.831657009772428,18.455023602276253,18.759395599365234,7590000
2007-04-11,18.498819092207867,18.525094753625886,18.09809854928768,18.21853256225586,14900800
2007-04-12,18.174732453641838,18.906100403488892,18.13093858586055,18.722164154052734,10949200
2007-04-13,18.95427728311235,19.460105380310708,18.94113945508589,19.133834838867188,11860000
2007-04-16,19.225799560546875,19.295870742531914,19.0856571965768,19.225799560546875,5869600
2007-04-17,19.138212678042645,19.431635269056624,19.109745160273633,19.363754272460938,8210400
2007-04-18,19.241135202493318,19.35281009667603,19.08785328261542,19.23894500732422,7423200
