Date,Open,High,Low,Close,Volume,Movement,Daily_Return,Volatility,EMA_12,EMA_26,MACD,RSI,Stoch_K,Stoch_D,Williams_R,ROC
2019-10-10,36.75,37.34999847412109,35.150001525878906,35.599998474121094,1348600.0,0,-3.129255852731716,4.740302548729414,35.05942009140361,35.50672464709518,-0.44730455569157357,48.57880365193642,68.67318617383347,63.20260970130628,-31.326813826166536,9.741060361236787
2019-10-11,35.93000030517578,36.47999954223633,35.369998931884766,35.66999816894531,2168600.0,1,0.19662836467564393,4.221746933825794,35.15335518025618,35.518818982047044,-0.3654638017908667,48.86480284531521,71.10549289979974,71.0397533054193,-28.89450710020026,10.536094400220719
2019-10-14,35.650001525878906,36.25,32.95000076293945,33.09000015258789,2194800.0,-1,-7.232963691609029,4.137181950212651,34.83591594523029,35.338906476161185,-0.5029905309308944,46.53562665077053,38.693461556985724,59.49071354353964,-61.30653844301428,-2.4181648437453407
2019-10-15,33.16999816894531,34.849998474121094,32.5099983215332,34.79999923706055,1473000.0,1,5.167721597423203,5.0484086623246585,34.83039029781956,35.29898742141299,-0.4685971235934261,48.9441557613929,60.17585943896639,56.65827129858395,-39.82414056103361,7.440567745679938
2019-10-16,33.560001373291016,33.77000045776367,31.899999618530277,32.20000076293945,1987700.0,-1,-7.471260146903114,5.328599818913797,34.425714984761086,35.06943285411865,-0.643717869357566,49.43128453906423,27.512566095252854,42.12729569706832,-72.48743390474715,3.536978675167912
2019-10-17,32.29999923706055,34.15999984741211,32.29999923706055,33.959999084472656,1488800.0,1,5.465833167180767,6.3591114767945705,34.35406638471671,34.987252574885616,-0.6331861901689066,53.72410536165994,49.62309501781907,45.77050685067943,-50.37690498218093,3.2532676031638452
2019-10-18,33.84000015258789,33.875,31.459999084472656,31.56999969482422,1305000.0,-1,-7.037689794111934,6.884150654887788,33.92574843242556,34.734122731918106,-0.8083742994925487,45.00853099295745,19.597980798560734,32.244547303877546,-80.40201920143927,-9.072584720995335
2019-10-21,31.899999618530277,32.099998474121094,29.700000762939453,30.01000022888184,1981500.0,1,-4.941398419456222,6.534518593939356,33.32332563188037,34.384187731693196,-1.060862099812823,44.931857352705016,3.7484818474389145,24.32318588793957,-96.25151815256109,-18.473243386899718
2019-10-22,30.049999237060547,30.309999465942383,28.01000022888184,28.040000915527344,1964400.0,1,-6.5644761690423215,5.437869402261021,32.51050644474914,33.91424796753276,-1.4037415227836192,43.66721810844812,0.30121168331348064,7.882558109771039,-99.69878831668652,-20.902678950457897
2019-10-23,27.899999618530277,29.25,27.549999237060547,28.76000022888184,2779600.0,-1,2.5677578097217157,5.731833204459517,31.933505488461865,33.5324518387438,-1.5989463502819383,41.05673417724238,11.612291376918778,5.220661635890386,-88.38770862308122,-21.741495975831725
2019-10-24,29.15999984741211,33.459999084472656,29.149999618530277,32.5,3813400.0,1,13.00417156242688,8.528988489545736,32.02065849023696,33.45597392476278,-1.435315434525819,45.55999620361212,47.50479674293741,19.806099934389884,-52.49520325706259,-8.707861255596939
2019-10-25,32.86000061035156,34.5,32.400001525878906,34.29999923706055,2117700.0,1,5.538459190955525,7.991195410893618,32.37132629744059,33.51849431826632,-1.147168020825731,44.921078502205155,67.90742798897192,42.341505369609365,-32.09257201102808,-3.8407597482791656
2019-10-28,35.0,35.4370002746582,33.11000061035156,33.279998779296875,1906100.0,1,-2.9737623336783647,7.6080396093773865,32.511122063880016,33.50082798204636,-0.9897059181663437,45.547799019073025,57.64585648759341,57.68602707316757,-42.35414351240659,0.5741874458532692
2019-10-29,33.189998626708984,34.08000183105469,32.599998474121094,33.650001525878906,716700.0,-1,1.111787139884779,5.9656399073935376,32.686334288802925,33.511877874182105,-0.8255435853791795,43.38737380493677,62.24492616030064,62.59940354562199,-37.75507383969936,-3.304591196533535
2019-10-30,33.790000915527344,34.869998931884766,33.380001068115234,34.810001373291016,919700.0,1,3.447250504639654,5.931259495928888,33.013052301801096,33.60803517041239,-0.5949828686112966,48.31557072035983,81.2990133048776,67.06326531759055,-18.7009866951224,8.105591765561515
2019-10-31,34.81999969482422,34.9900016784668,33.119998931884766,33.59000015258789,965200.0,1,-3.5047433857305355,3.9465556556767707,33.10181350961445,33.60669924316613,-0.5048857335516814,45.77236083756504,69.42529179142991,70.9897437522027,-30.57470820857009,-1.089513963072919
2019-11-01,33.70000076293945,34.47999954223633,33.630001068115234,34.02000045776367,803900.0,1,1.2801438023889222,2.991785267732801,33.24307304009895,33.63731414795114,-0.3942411078521886,52.07127044898908,82.03373107040768,77.58601205557173,-17.966268929592314,7.760534642453987
2019-11-04,34.529998779296875,34.869998931884766,33.36000061035156,34.439998626708984,865500.0,1,1.2345625023337359,2.55040156683514,33.42721543803896,33.69677225748875,-0.2695568194497966,49.149336772570805,87.35892586806479,79.60598290996745,-12.641074131935207,14.76174063325626
2019-11-05,34.5,35.25,33.209999084472656,34.90999984741211,1021100.0,1,1.3646958172019996,2.5627461634435327,33.65533611640406,33.786640967853444,-0.13130485144938575,57.12033436234615,93.31811388468365,87.57025694105204,-6.681886115316344,24.500708657539505
2019-11-06,34.560001373291016,34.7599983215332,32.88999938964844,33.060001373291016,1257800.0,-1,-5.299336815259926,3.1835912679455607,33.56374615592513,33.73281581270067,-0.16906965677554098,47.646449368569805,69.86181578985553,83.51295184753464,-30.138184210144473,14.951325139736827
2019-11-07,33.29999923706055,33.7400016784668,31.0,31.290000915527344,1016600.0,1,-5.353903158617667,3.6261405538453473,33.21393919586394,33.551866561058205,-0.33792736519426825,49.24324654244088,47.4198197849608,70.19991648649999,-52.5801802150392,-3.7230741060697126
2019-11-08,31.11000061035156,32.83000183105469,30.26000022888184,32.810001373291016,931700.0,-1,4.857783359825296,4.519090379227443,33.1517949154681,33.49691358418656,-0.345118668718456,57.583968022671606,66.69204316261433,61.32455957914354,-33.307956837385674,-4.344017192162541
2019-11-11,32.7599983215332,34.0,32.36000061035156,33.54999923706055,1665000.0,-1,2.2554033306805277,4.646184233347576,33.21305711879002,33.50084585476982,-0.28778873597980237,65.98954865908848,76.07454305378882,63.3954686671213,-23.92545694621118,0.8112994821731778
2019-11-12,33.810001373291016,35.20000076293945,33.79999923706055,34.400001525878906,3258700.0,1,2.5335389214537374,4.786657453349816,33.39566395064985,33.56744997855568,-0.17178602790583142,66.24424101104404,83.50566819539718,75.42408480393344,-16.494331804602826,2.2288260504927493
2019-11-13,38.81999969482422,41.91999816894531,38.25,40.18999862670898,10597600.0,1,16.831386174428786,8.028342362783459,34.440946208505096,34.05800913767814,0.38293707082695505,69.80937322813598,85.16295156200587,81.58105427039727,-14.83704843799413,15.455320428530417
2019-11-14,40.18000030517578,41.720001220703125,39.380001068115234,41.369998931884766,2564300.0,-1,2.936054604370142,6.20445531697811,35.506954319794275,34.59963801132308,0.907316308471195,68.8131967811184,95.2830245778109,87.9838814450713,-4.716975422189079,23.161651515197978
2019-11-15,41.75,42.959999084472656,40.43000030517578,40.630001068115234,2117200.0,1,-1.7887306813517911,7.1229909376485026,36.2951153579975,35.04633157108546,1.2487837869120426,69.85414088414015,81.65355727310396,87.36651113764022,-18.34644272689604,19.429748740179974
2019-11-18,40.720001220703125,41.47999954223633,39.75,40.31999969482422,1151500.0,1,-0.7629863774094026,7.4851490857750465,36.91432833289392,35.43697365432537,1.4773546785685525,68.07587878647533,79.21260135794223,85.38306106961902,-20.787398642057767,17.073174513878065
2019-11-19,40.45000076293945,40.880001068115234,37.52999877929688,39.150001525878906,1890800.0,1,-2.9017811949425765,8.110798771330943,37.25827805489161,35.712012755921926,1.5462652989696863,61.75514968764316,70.00001652034398,76.95539171713004,-29.99998347965603,12.145521904896572
2019-11-20,38.83000183105469,39.9379997253418,37.59999847412109,38.400001525878906,1158000.0,-1,-1.9157087375954118,2.2672576141585443,37.43392781965889,35.911123035178,1.5228047844808899,63.36854631572005,64.09450417716897,71.10237401848504,-35.905495822831035,16.152449881330156
2019-11-21,38.2400016784668,40.16999816894531,38.18000030517578,40.02999877929688,1410300.0,-1,4.244784345436736,2.825675604984256,37.83332335191089,36.21622494214977,1.6170984097611196,65.6592004716789,76.92912937637058,70.34121669129449,-23.07087062362942,27.932239079713185
2019-11-22,41.34999847412109,42.70000076293945,39.709999084472656,41.040000915527344,2671100.0,1,2.523113082763384,3.0321082709888585,38.326658361698044,36.57354168091848,1.7531166807795628,66.68352873858265,84.88190281922672,75.30184545758875,-15.118097180773267,25.083813464683246
2019-11-25,41.5,44.09000015258789,41.46699905395508,42.810001373291016,2295000.0,1,4.312866516272407,3.4361921204935246,39.01640344040466,37.03550165813126,1.9809017822733992,68.73814919089669,90.74476654838713,84.18526624799479,-9.255233451612856,27.60060312013819
2019-11-26,43.09999847412109,43.70000076293945,39.810001373291016,40.54999923706055,1779400.0,1,-5.279145208438319,4.228012717304184,39.25234125527479,37.29583481212602,1.9565064431487755,67.42670685974588,74.40346395476534,83.3433777741264,-25.596536045234647,17.87789953019343
2019-11-27,40.79999923706055,42.20000076293945,39.720001220703125,41.86000061035156,1278500.0,1,3.2305829788863427,4.0303541502672235,39.65351961759429,37.633921167550135,2.019598450044157,75.13076630615387,83.87563590355572,83.00795546890271,-16.124364096444268,4.15526758075766
2019-11-29,41.81999969482422,42.20000076293945,40.560001373291016,40.77000045776367,574800.0,-1,-2.603918147861528,4.156314884649637,39.825285900697274,37.86622333719558,1.9590625635016963,69.32038755845653,71.69650618595625,76.65853534809241,-28.303493814043744,-1.4503226724974838
