window,horizon,t,truth,median,low80,high80,q10,q50,q90,naive
208,7,2026-02-17,5.632999897003174,5.639749526977539,5.599465847015381,5.760601043701172,5.599465847015381,5.639749526977539,5.760601043701172,5.895999908447266
209,1,2026-02-12,5.770999908447266,5.770057678222656,5.689357757568359,5.770057678222656,5.689357757568359,5.770057678222656,5.770057678222656,5.948999881744385
209,2,2026-02-13,5.792500019073486,5.729707717895508,5.729707717895508,5.770057678222656,5.729707717895508,5.729707717895508,5.770057678222656,5.948999881744385
209,3,2026-02-14,5.752624988555908,5.729707717895508,5.649007320404053,5.770057678222656,5.649007320404053,5.729707717895508,5.770057678222656,5.948999881744385
209,4,2026-02-15,5.71274995803833,5.770057678222656,5.770057678222656,5.770057678222656,5.770057678222656,5.770057678222656,5.770057678222656,5.948999881744385
209,5,2026-02-16,5.672874927520752,5.689357757568359,5.689357757568359,5.770057678222656,5.689357757568359,5.689357757568359,5.770057678222656,5.948999881744385
209,6,2026-02-17,5.632999897003174,5.810408115386963,5.770057678222656,5.810408115386963,5.770057678222656,5.810408115386963,5.810408115386963,5.948999881744385
209,7,2026-02-18,5.793499946594238,5.649007320404053,5.608657360076904,5.770057678222656,5.608657360076904,5.649007320404053,5.770057678222656,5.948999881744385
210,1,2026-02-13,5.792500019073486,5.778916358947754,5.657680511474609,5.778916358947754,5.657680511474609,5.778916358947754,5.778916358947754,5.770999908447266
210,2,2026-02-14,5.752624988555908,5.738504409790039,5.738504409790039,5.778916358947754,5.738504409790039,5.738504409790039,5.778916358947754,5.770999908447266
210,3,2026-02-15,5.71274995803833,5.698092460632324,5.657680511474609,5.778916358947754,5.657680511474609,5.698092460632324,5.778916358947754,5.770999908447266
210,4,2026-02-16,5.672874927520752,5.778916358947754,5.6172685623168945,5.778916358947754,5.6172685623168945,5.778916358947754,5.778916358947754,5.770999908447266
210,5,2026-02-17,5.632999897003174,5.698092460632324,5.698092460632324,5.778916358947754,5.698092460632324,5.698092460632324,5.778916358947754,5.770999908447266
210,6,2026-02-18,5.793499946594238,5.819329261779785,5.778916358947754,5.819329261779785,5.778916358947754,5.819329261779785,5.819329261779785,5.770999908447266
210,7,2026-02-19,5.730000019073486,5.778916358947754,5.6172685623168945,5.778916358947754,5.6172685623168945,5.778916358947754,5.778916358947754,5.770999908447266
211,1,2026-02-14,5.752624988555908,5.787612438201904,5.666193962097168,5.787612438201904,5.666193962097168,5.787612438201904,5.787612438201904,5.792500019073486
211,2,2026-02-15,5.71274995803833,5.7471394538879395,5.7471394538879395,5.787612438201904,5.7471394538879395,5.7471394538879395,5.787612438201904,5.792500019073486
211,3,2026-02-16,5.672874927520752,5.706666946411133,5.666193962097168,5.787612438201904,5.666193962097168,5.706666946411133,5.787612438201904,5.792500019073486
211,4,2026-02-17,5.632999897003174,5.787612438201904,5.625721454620361,5.787612438201904,5.625721454620361,5.787612438201904,5.787612438201904,5.792500019073486
211,5,2026-02-18,5.793499946594238,5.787612438201904,5.706666946411133,5.787612438201904,5.706666946411133,5.787612438201904,5.787612438201904,5.792500019073486
211,6,2026-02-19,5.730000019073486,5.828085899353027,5.787612438201904,5.828085899353027,5.787612438201904,5.828085899353027,5.828085899353027,5.792500019073486
211,7,2026-02-20,5.830999851226807,5.787612438201904,5.625721454620361,5.787612438201904,5.625721454620361,5.787612438201904,5.787612438201904,5.792500019073486
212,1,2026-02-15,5.71274995803833,5.796073913574219,5.674478054046631,5.796073913574219,5.674478054046631,5.796073913574219,5.796073913574219,5.752624988555908
212,2,2026-02-16,5.672874927520752,5.755541801452637,5.755541801452637,5.796073913574219,5.755541801452637,5.755541801452637,5.796073913574219,5.752624988555908
212,3,2026-02-17,5.632999897003174,5.674478054046631,5.674478054046631,5.796073913574219,5.674478054046631,5.674478054046631,5.796073913574219,5.752624988555908
212,4,2026-02-18,5.793499946594238,5.796073913574219,5.796073913574219,5.796073913574219,5.796073913574219,5.796073913574219,5.796073913574219,5.752624988555908
212,5,2026-02-19,5.730000019073486,5.796073913574219,5.715010166168213,5.796073913574219,5.715010166168213,5.796073913574219,5.796073913574219,5.752624988555908
212,6,2026-02-20,5.830999851226807,5.836606502532959,5.796073913574219,5.836606502532959,5.796073913574219,5.836606502532959,5.836606502532959,5.752624988555908
212,7,2026-02-21,5.811666488647461,5.796073913574219,5.633945941925049,5.796073913574219,5.633945941925049,5.796073913574219,5.796073913574219,5.752624988555908
213,1,2026-02-16,5.672874927520752,5.804196834564209,5.804196834564209,5.804196834564209,5.804196834564209,5.804196834564209,5.804196834564209,5.71274995803833
213,2,2026-02-17,5.632999897003174,5.804196834564209,5.763607978820801,5.804196834564209,5.763607978820801,5.804196834564209,5.804196834564209,5.71274995803833
213,3,2026-02-18,5.793499946594238,5.682430744171143,5.682430744171143,5.804196834564209,5.682430744171143,5.682430744171143,5.804196834564209,5.71274995803833
213,4,2026-02-19,5.730000019073486,5.804196834564209,5.641841888427734,5.804196834564209,5.641841888427734,5.804196834564209,5.804196834564209,5.71274995803833
213,5,2026-02-20,5.830999851226807,5.804196834564209,5.723019599914551,5.804196834564209,5.723019599914551,5.804196834564209,5.804196834564209,5.71274995803833
213,6,2026-02-21,5.811666488647461,5.844786167144775,5.844786167144775,5.844786167144775,5.844786167144775,5.844786167144775,5.844786167144775,5.71274995803833
213,7,2026-02-22,5.792333126068115,5.804196834564209,5.641841888427734,5.804196834564209,5.641841888427734,5.804196834564209,5.804196834564209,5.71274995803833
214,1,2026-02-17,5.632999897003174,5.730102062225342,5.689463138580322,5.811379909515381,5.689463138580322,5.730102062225342,5.811379909515381,5.672874927520752
214,2,2026-02-18,5.793499946594238,5.811379909515381,5.770740985870361,5.811379909515381,5.770740985870361,5.811379909515381,5.811379909515381,5.672874927520752
214,3,2026-02-19,5.730000019073486,5.689463138580322,5.689463138580322,5.811379909515381,5.689463138580322,5.689463138580322,5.811379909515381,5.672874927520752
214,4,2026-02-20,5.830999851226807,5.811379909515381,5.648824214935303,5.811379909515381,5.648824214935303,5.811379909515381,5.811379909515381,5.672874927520752
214,5,2026-02-21,5.811666488647461,5.811379909515381,5.730102062225342,5.811379909515381,5.730102062225342,5.811379909515381,5.811379909515381,5.672874927520752
214,6,2026-02-22,5.792333126068115,5.852019786834717,5.811379909515381,5.852019786834717,5.811379909515381,5.852019786834717,5.852019786834717,5.672874927520752
214,7,2026-02-23,5.7729997634887695,5.811379909515381,5.811379909515381,5.811379909515381,5.811379909515381,5.811379909515381,5.811379909515381,5.672874927520752
215,1,2026-02-18,5.793499946594238,5.817625522613525,5.695577621459961,5.817625522613525,5.695577621459961,5.817625522613525,5.817625522613525,5.632999897003174
215,2,2026-02-19,5.730000019073486,5.817625522613525,5.776942729949951,5.817625522613525,5.776942729949951,5.817625522613525,5.817625522613525,5.632999897003174
215,3,2026-02-20,5.830999851226807,5.695577621459961,5.695577621459961,5.736260414123535,5.695577621459961,5.695577621459961,5.736260414123535,5.632999897003174
215,4,2026-02-21,5.811666488647461,5.817625522613525,5.654894828796387,5.817625522613525,5.654894828796387,5.817625522613525,5.817625522613525,5.632999897003174
215,5,2026-02-22,5.792333126068115,5.817625522613525,5.736260414123535,5.858308792114258,5.736260414123535,5.817625522613525,5.858308792114258,5.632999897003174
215,6,2026-02-23,5.7729997634887695,5.858308792114258,5.858308792114258,5.858308792114258,5.858308792114258,5.858308792114258,5.858308792114258,5.632999897003174
215,7,2026-02-24,5.922999858856201,5.817625522613525,5.654894828796387,5.817625522613525,5.654894828796387,5.817625522613525,5.817625522613525,5.632999897003174
216,1,2026-02-19,5.730000019073486,5.825032711029053,5.812812328338623,5.825032711029053,5.812812328338623,5.825032711029053,5.825032711029053,5.793499946594238
216,2,2026-02-20,5.830999851226807,5.784298419952393,5.784298419952393,5.825032711029053,5.784298419952393,5.784298419952393,5.825032711029053,5.793499946594238
